@relation abalone
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Rings {15, 7, 9, 10, 8, 20, 16, 19, 14, 11, 12, 18, 13, 5, 4, 6, 21, 17, 22, 1, 3, 26, 23, 29, 2, 27, 25, 24, unlabeled}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Rings
@data
M, 0.61, 0.45999999999999996, 0.16, 1.0, 0.494, 0.197, 0.275, unlabeled
M, 0.67, 0.54, 0.195, 1.217, 0.532, 0.2735, 0.3315, unlabeled
I, 0.515, 0.39000000000000007, 0.125, 0.5705, 0.238, 0.1265, 0.185, unlabeled
I, 0.48999999999999994, 0.39000000000000007, 0.12000000000000001, 0.511, 0.2205, 0.10299999999999998, 0.1745, unlabeled
M, 0.34, 0.275, 0.09, 0.2065, 0.0725, 0.043, 0.07, unlabeled
F, 0.55, 0.38, 0.165, 1.205, 0.543, 0.294, 0.3345, unlabeled
F, 0.67, 0.525, 0.195, 1.37, 0.6065, 0.2955, 0.407, unlabeled
M, 0.58, 0.42999999999999994, 0.125, 0.9115, 0.446, 0.20750000000000002, 0.121, unlabeled
F, 0.68, 0.56, 0.195, 1.7775, 0.8610000000000001, 0.322, 0.415, unlabeled
I, 0.46, 0.335, 0.11, 0.44399999999999995, 0.22500000000000003, 0.0745, 0.11, unlabeled
I, 0.425, 0.315, 0.1, 0.377, 0.1645, 0.072, 0.105, unlabeled
I, 0.58, 0.44, 0.145, 0.7905000000000001, 0.3525, 0.1645, 0.242, unlabeled
I, 0.415, 0.315, 0.1, 0.3645, 0.1765, 0.0795, 0.095, unlabeled
I, 0.445, 0.36000000000000004, 0.11, 0.4235, 0.182, 0.0765, 0.14, unlabeled
M, 0.625, 0.495, 0.185, 1.3835, 0.7105, 0.3005, 0.345, unlabeled
M, 0.65, 0.5, 0.155, 1.202, 0.565, 0.3135, 0.294, unlabeled
I, 0.33, 0.205, 0.095, 0.1595, 0.077, 0.032, 0.0435, unlabeled
I, 0.345, 0.28500000000000003, 0.1, 0.22249999999999998, 0.0865, 0.057999999999999996, 0.075, unlabeled
F, 0.815, 0.65, 0.25, 2.255, 0.8905, 0.42, 0.7975, unlabeled
F, 0.545, 0.44499999999999995, 0.15, 0.8, 0.3535, 0.163, 0.207, unlabeled
F, 0.55, 0.435, 0.16999999999999998, 0.8839999999999999, 0.2875, 0.1645, 0.28, unlabeled
F, 0.53, 0.41, 0.165, 0.8115000000000001, 0.24, 0.169, 0.24, unlabeled
F, 0.58, 0.44499999999999995, 0.15, 0.858, 0.39999999999999997, 0.156, 0.253, unlabeled
I, 0.55, 0.42, 0.13, 0.636, 0.294, 0.144, 0.1755, unlabeled
M, 0.54, 0.435, 0.14, 0.7345, 0.33, 0.1595, 0.213, unlabeled
I, 0.44, 0.31, 0.115, 0.3625, 0.134, 0.082, 0.12, unlabeled
F, 0.345, 0.255, 0.1, 0.197, 0.071, 0.051, 0.06, unlabeled
F, 0.605, 0.48, 0.17499999999999996, 1.1685, 0.4815, 0.23049999999999998, 0.356, unlabeled
I, 0.32, 0.235, 0.065, 0.1385, 0.057999999999999996, 0.0225, 0.05, unlabeled
I, 0.35, 0.26, 0.095, 0.221, 0.0985, 0.043, 0.07, unlabeled
M, 0.6, 0.48, 0.17499999999999996, 1.229, 0.4125, 0.2735, 0.415, unlabeled
F, 0.72, 0.56, 0.17499999999999996, 1.7265, 0.637, 0.3415, 0.525, unlabeled
M, 0.525, 0.4, 0.13, 0.622, 0.2655, 0.147, 0.184, unlabeled
I, 0.485, 0.36000000000000004, 0.12000000000000001, 0.5155, 0.2465, 0.1025, 0.147, unlabeled
F, 0.645, 0.48, 0.16999999999999998, 1.1345, 0.528, 0.254, 0.305, unlabeled
I, 0.405, 0.29, 0.09, 0.2825, 0.112, 0.075, 0.0815, unlabeled
M, 0.75, 0.55, 0.18, 1.893, 0.942, 0.397, 0.445, unlabeled
I, 0.415, 0.325, 0.1, 0.385, 0.167, 0.08, 0.125, unlabeled
I, 0.375, 0.28500000000000003, 0.08, 0.22599999999999998, 0.09750000000000002, 0.04, 0.0725, unlabeled
I, 0.33, 0.255, 0.08, 0.205, 0.0895, 0.0395, 0.055, unlabeled
I, 0.54, 0.435, 0.145, 0.97, 0.42850000000000005, 0.22, 0.264, unlabeled
I, 0.55, 0.45, 0.13, 0.804, 0.3375, 0.1405, 0.23, unlabeled
I, 0.37, 0.2800000000000001, 0.09, 0.2565, 0.1255, 0.0645, 0.0645, unlabeled
M, 0.725, 0.565, 0.215, 1.891, 0.6975, 0.4724999999999999, 0.58, unlabeled
M, 0.59, 0.4050000000000001, 0.15, 0.853, 0.326, 0.2615, 0.245, unlabeled
I, 0.59, 0.45, 0.16, 0.8929999999999999, 0.2745, 0.2185, 0.345, unlabeled
M, 0.705, 0.56, 0.165, 1.675, 0.797, 0.4095, 0.388, unlabeled
M, 0.55, 0.45, 0.13, 0.9199999999999999, 0.378, 0.2385, 0.29, unlabeled
F, 0.625, 0.475, 0.17499999999999996, 1.1435, 0.47550000000000003, 0.2475, 0.349, unlabeled
I, 0.435, 0.33, 0.125, 0.406, 0.1685, 0.1055, 0.096, unlabeled
M, 0.465, 0.36000000000000004, 0.11, 0.4955, 0.2665, 0.085, 0.121, unlabeled
F, 0.66, 0.53, 0.185, 1.3485, 0.49300000000000005, 0.24500000000000002, 0.49, unlabeled
I, 0.415, 0.31, 0.09, 0.2815, 0.1245, 0.06149999999999999, 0.085, unlabeled
I, 0.55, 0.45, 0.14, 0.753, 0.3445, 0.1325, 0.24, unlabeled
M, 0.63, 0.48, 0.15, 1.271, 0.6605, 0.2425, 0.31, unlabeled
I, 0.615, 0.475, 0.13, 0.8425, 0.353, 0.1915, 0.251, unlabeled
M, 0.735, 0.555, 0.22, 2.333, 1.2395, 0.3645, 0.6195, unlabeled
F, 0.72, 0.545, 0.185, 1.7185, 0.7925, 0.40099999999999997, 0.468, unlabeled
M, 0.385, 0.28500000000000003, 0.105, 0.2905, 0.12150000000000001, 0.0685, 0.0875, unlabeled
I, 0.4749999999999999, 0.37500000000000006, 0.115, 0.5205, 0.233, 0.11900000000000001, 0.1455, unlabeled
I, 0.405, 0.305, 0.09, 0.2825, 0.114, 0.0575, 0.095, unlabeled
I, 0.4, 0.31, 0.115, 0.314, 0.1545, 0.05949999999999999, 0.087, unlabeled
F, 0.585, 0.42, 0.155, 0.9845, 0.442, 0.21550000000000002, 0.2875, unlabeled
M, 0.555, 0.44, 0.14, 0.8705, 0.407, 0.156, 0.255, unlabeled
F, 0.53, 0.41, 0.13, 0.6965, 0.302, 0.19350000000000003, 0.2, unlabeled
I, 0.625, 0.42999999999999994, 0.17499999999999996, 1.411, 0.572, 0.297, 0.395, unlabeled
F, 0.4749999999999999, 0.365, 0.115, 0.566, 0.281, 0.117, 0.1335, unlabeled
I, 0.4749999999999999, 0.42, 0.16, 0.7095, 0.35, 0.1505, 0.1845, unlabeled
I, 0.54, 0.425, 0.13, 0.8155000000000001, 0.3675, 0.1365, 0.246, unlabeled
F, 0.725, 0.56, 0.21, 2.141, 0.65, 0.398, 1.005, unlabeled
I, 0.415, 0.335, 0.1, 0.358, 0.169, 0.067, 0.105, unlabeled
F, 0.69, 0.525, 0.19, 1.492, 0.6425, 0.3905, 0.42, unlabeled
F, 0.485, 0.365, 0.15, 0.9145, 0.4145, 0.199, 0.273, unlabeled
I, 0.185, 0.135, 0.045, 0.032, 0.011, 0.006499999999999999, 0.01, unlabeled
F, 0.62, 0.485, 0.155, 1.1945, 0.5105, 0.271, 0.352, unlabeled
M, 0.735, 0.57, 0.21, 2.2355, 1.1705, 0.4630000000000001, 0.5315, unlabeled
M, 0.425, 0.325, 0.12000000000000001, 0.3755, 0.142, 0.1065, 0.105, unlabeled
I, 0.305, 0.22, 0.07, 0.141, 0.062, 0.030999999999999996, 0.037, unlabeled
F, 0.56, 0.455, 0.19, 0.714, 0.283, 0.129, 0.275, unlabeled
M, 0.7, 0.525, 0.17499999999999996, 1.7585, 0.8745, 0.3615, 0.47, unlabeled
M, 0.48999999999999994, 0.395, 0.12000000000000001, 0.674, 0.3325, 0.1235, 0.185, unlabeled
M, 0.53, 0.41, 0.14, 0.681, 0.3095, 0.1415, 0.1835, unlabeled
I, 0.46, 0.35, 0.1, 0.471, 0.252, 0.077, 0.123, unlabeled
F, 0.57, 0.455, 0.165, 1.0595, 0.44, 0.2195, 0.285, unlabeled
I, 0.36, 0.265, 0.08499999999999999, 0.1865, 0.0675, 0.037, 0.0615, unlabeled
M, 0.525, 0.425, 0.19, 0.872, 0.4625, 0.1725, 0.199, unlabeled
F, 0.525, 0.42999999999999994, 0.135, 0.8435, 0.4325, 0.18, 0.1815, unlabeled
F, 0.61, 0.465, 0.16, 1.0725, 0.48349999999999993, 0.2515, 0.28, unlabeled
I, 0.45, 0.33, 0.1, 0.411, 0.1945, 0.1, 0.098, unlabeled
I, 0.515, 0.4, 0.135, 0.636, 0.3055, 0.1215, 0.1855, unlabeled
I, 0.5, 0.38, 0.11, 0.494, 0.218, 0.09, 0.1325, unlabeled
M, 0.565, 0.465, 0.15, 1.1285, 0.37699999999999995, 0.3525, 0.33, unlabeled
M, 0.6, 0.47, 0.16, 1.012, 0.441, 0.20150000000000004, 0.305, unlabeled
I, 0.335, 0.24999999999999997, 0.075, 0.1825, 0.0705, 0.044, 0.055, unlabeled
F, 0.645, 0.51, 0.19, 1.363, 0.573, 0.362, 0.36, unlabeled
M, 0.26, 0.2, 0.065, 0.096, 0.044, 0.027, 0.03, unlabeled
I, 0.275, 0.195, 0.09, 0.11249999999999999, 0.05449999999999999, 0.0295, 0.0355, unlabeled
M, 0.595, 0.455, 0.15, 1.044, 0.518, 0.2205, 0.26999999999999996, unlabeled
M, 0.62, 0.48, 0.15, 1.1015, 0.4965, 0.243, 0.305, unlabeled
I, 0.34, 0.24999999999999997, 0.09, 0.179, 0.0775, 0.033, 0.055, unlabeled
M, 0.57, 0.435, 0.145, 0.9055, 0.39249999999999996, 0.23549999999999996, 0.275, unlabeled
M, 0.57, 0.475, 0.195, 1.0295, 0.4635, 0.1905, 0.305, unlabeled
F, 0.525, 0.41, 0.15, 0.708, 0.274, 0.151, 0.25, unlabeled
M, 0.57, 0.47, 0.155, 1.186, 0.6355, 0.23150000000000004, 0.277, unlabeled
M, 0.375, 0.305, 0.09, 0.3245, 0.1395, 0.05650000000000001, 0.095, unlabeled
I, 0.53, 0.395, 0.13, 0.575, 0.24700000000000003, 0.115, 0.183, unlabeled
I, 0.63, 0.475, 0.145, 1.0605, 0.5165, 0.2195, 0.28, unlabeled
M, 0.7, 0.55, 0.17499999999999996, 1.4405, 0.6565, 0.2985, 0.375, unlabeled
I, 0.39, 0.29, 0.1, 0.2845, 0.1255, 0.0635, 0.081, unlabeled
I, 0.595, 0.42999999999999994, 0.165, 0.9845, 0.4525, 0.20700000000000002, 0.2725, unlabeled
M, 0.445, 0.355, 0.11, 0.44149999999999995, 0.1805, 0.10349999999999998, 0.1505, unlabeled
M, 0.58, 0.49, 0.13, 1.1335, 0.586, 0.2565, 0.237, unlabeled
M, 0.595, 0.475, 0.16999999999999998, 1.0965, 0.41899999999999993, 0.229, 0.35, unlabeled
F, 0.65, 0.515, 0.215, 1.498, 0.564, 0.323, 0.425, unlabeled
I, 0.515, 0.39000000000000007, 0.11, 0.531, 0.2415, 0.098, 0.1615, unlabeled
M, 0.31, 0.22, 0.08499999999999999, 0.146, 0.06099999999999999, 0.0365, 0.045, unlabeled
F, 0.695, 0.565, 0.19, 1.7635, 0.7465000000000002, 0.399, 0.4975, unlabeled
I, 0.36, 0.24999999999999997, 0.115, 0.46499999999999997, 0.20999999999999996, 0.1055, 0.128, unlabeled
F, 0.465, 0.35, 0.13, 0.494, 0.1945, 0.10299999999999998, 0.155, unlabeled
I, 0.5199999999999999, 0.41, 0.11, 0.5185, 0.2165, 0.0915, 0.184, unlabeled
M, 0.605, 0.47, 0.18, 1.1405, 0.3755, 0.2805, 0.385, unlabeled
I, 0.255, 0.185, 0.060000000000000005, 0.088, 0.0365, 0.021, 0.023, unlabeled
F, 0.45, 0.345, 0.12000000000000001, 0.4165, 0.1655, 0.095, 0.135, unlabeled
M, 0.55, 0.435, 0.14, 0.7625000000000001, 0.327, 0.1685, 0.259, unlabeled
F, 0.705, 0.56, 0.16999999999999998, 1.4575000000000002, 0.607, 0.318, 0.44, unlabeled
F, 0.54, 0.435, 0.17499999999999996, 0.8919999999999999, 0.322, 0.174, 0.335, unlabeled
F, 0.72, 0.59, 0.205, 1.7495, 0.7755, 0.4225, 0.48, unlabeled
F, 0.57, 0.465, 0.18, 1.295, 0.339, 0.22249999999999998, 0.44, unlabeled
F, 0.515, 0.425, 0.14, 0.766, 0.304, 0.1725, 0.255, unlabeled
F, 0.48999999999999994, 0.38, 0.13, 0.539, 0.22899999999999998, 0.1355, 0.165, unlabeled
I, 0.515, 0.38, 0.12000000000000001, 0.625, 0.3265, 0.1295, 0.16, unlabeled
I, 0.355, 0.28500000000000003, 0.095, 0.22749999999999998, 0.0955, 0.0475, 0.0715, unlabeled
I, 0.44, 0.345, 0.12000000000000001, 0.365, 0.1655, 0.083, 0.11, unlabeled
M, 0.63, 0.515, 0.155, 1.259, 0.4105, 0.197, 0.41, unlabeled
F, 0.47, 0.36000000000000004, 0.12000000000000001, 0.4775, 0.2105, 0.1055, 0.15, unlabeled
M, 0.66, 0.545, 0.185, 1.32, 0.5305, 0.2635, 0.455, unlabeled
F, 0.37, 0.29, 0.115, 0.25, 0.111, 0.057, 0.075, unlabeled
I, 0.45499999999999996, 0.34, 0.115, 0.486, 0.261, 0.0655, 0.1315, unlabeled
I, 0.21000000000000002, 0.17, 0.045, 0.0475, 0.019, 0.011, 0.013, unlabeled
M, 0.525, 0.4050000000000001, 0.16, 0.792, 0.316, 0.1455, 0.28, unlabeled
I, 0.435, 0.34, 0.11, 0.3795, 0.1495, 0.085, 0.12, unlabeled
M, 0.66, 0.52, 0.19, 1.558, 0.755, 0.298, 0.4, unlabeled
F, 0.46, 0.35, 0.115, 0.44, 0.19, 0.1025, 0.13, unlabeled
M, 0.57, 0.44, 0.155, 1.116, 0.4775, 0.23150000000000004, 0.26999999999999996, unlabeled
F, 0.625, 0.5, 0.165, 1.288, 0.573, 0.3035, 0.315, unlabeled
F, 0.635, 0.505, 0.16999999999999998, 1.2635, 0.512, 0.322, 0.355, unlabeled
F, 0.64, 0.5, 0.16999999999999998, 1.2645, 0.565, 0.3375, 0.315, unlabeled
M, 0.595, 0.455, 0.155, 1.041, 0.41600000000000004, 0.2105, 0.365, unlabeled
F, 0.61, 0.495, 0.185, 1.1085, 0.3705, 0.3135, 0.33, unlabeled
M, 0.58, 0.44499999999999995, 0.15, 0.9525, 0.43149999999999994, 0.1945, 0.287, unlabeled
I, 0.31, 0.235, 0.075, 0.1515, 0.056, 0.0315, 0.05, unlabeled
M, 0.565, 0.455, 0.15, 0.9795, 0.44400000000000006, 0.205, 0.275, unlabeled
F, 0.605, 0.48, 0.14, 0.991, 0.4735, 0.2345, 0.24, unlabeled
I, 0.58, 0.44499999999999995, 0.15, 0.8865, 0.383, 0.209, 0.255, unlabeled
F, 0.575, 0.42999999999999994, 0.155, 0.7955000000000001, 0.3485, 0.19249999999999998, 0.22, unlabeled
F, 0.465, 0.37500000000000006, 0.135, 0.6, 0.22250000000000003, 0.129, 0.23, unlabeled
I, 0.365, 0.27, 0.105, 0.2155, 0.0915, 0.0475, 0.063, unlabeled
F, 0.745, 0.585, 0.19, 1.966, 0.8435, 0.437, 0.5855, unlabeled
F, 0.445, 0.355, 0.15, 0.485, 0.181, 0.125, 0.155, unlabeled
I, 0.27999999999999997, 0.21500000000000002, 0.08, 0.132, 0.072, 0.022, 0.033, unlabeled
F, 0.68, 0.51, 0.2, 1.6075, 0.714, 0.339, 0.4705, unlabeled
I, 0.47, 0.355, 0.12000000000000001, 0.4915, 0.1765, 0.11250000000000002, 0.1325, unlabeled
M, 0.53, 0.4050000000000001, 0.125, 0.6515, 0.2715, 0.1605, 0.186, unlabeled
M, 0.645, 0.49, 0.16, 1.251, 0.5355, 0.3345, 0.3165, unlabeled
M, 0.59, 0.47, 0.18, 1.1235, 0.4205, 0.2805, 0.36, unlabeled
F, 0.55, 0.435, 0.14, 0.745, 0.347, 0.174, 0.2265, unlabeled
M, 0.45499999999999996, 0.35, 0.105, 0.416, 0.1625, 0.09700000000000002, 0.145, unlabeled
M, 0.525, 0.41, 0.165, 0.8005000000000001, 0.2635, 0.1985, 0.25, unlabeled
M, 0.525, 0.415, 0.135, 0.7945000000000001, 0.394, 0.189, 0.202, unlabeled
I, 0.425, 0.325, 0.11, 0.405, 0.1695, 0.092, 0.1065, unlabeled
M, 0.645, 0.51, 0.16, 1.33, 0.6665, 0.309, 0.317, unlabeled
F, 0.625, 0.485, 0.135, 1.3025, 0.61, 0.2675, 0.3605, unlabeled
F, 0.65, 0.52, 0.195, 1.6275, 0.689, 0.3905, 0.432, unlabeled
M, 0.715, 0.535, 0.19, 1.6755, 0.889, 0.313, 0.42, unlabeled
F, 0.625, 0.485, 0.16, 1.254, 0.591, 0.259, 0.3485, unlabeled
I, 0.41, 0.305, 0.1, 0.2645, 0.10000000000000002, 0.0655, 0.085, unlabeled
M, 0.7, 0.54, 0.205, 1.74, 0.7885, 0.373, 0.4865, unlabeled
M, 0.615, 0.455, 0.13, 0.9685, 0.49, 0.182, 0.2655, unlabeled
M, 0.55, 0.425, 0.155, 0.9175, 0.2775, 0.243, 0.335, unlabeled
I, 0.435, 0.325, 0.12000000000000001, 0.3995, 0.1815, 0.061, 0.1125, unlabeled
I, 0.2, 0.15, 0.04, 0.046, 0.021, 0.006999999999999999, 0.006499999999999999, unlabeled
M, 0.5349999999999999, 0.4050000000000001, 0.185, 0.8345000000000001, 0.3175, 0.1725, 0.29, unlabeled
F, 0.4, 0.305, 0.16, 0.368, 0.173, 0.0705, 0.105, unlabeled
I, 0.395, 0.305, 0.105, 0.284, 0.1135, 0.05949999999999999, 0.0945, unlabeled
I, 0.42, 0.325, 0.11, 0.325, 0.1245, 0.0755, 0.1025, unlabeled
I, 0.405, 0.24999999999999997, 0.09, 0.2875, 0.128, 0.063, 0.0805, unlabeled
M, 0.5049999999999999, 0.4, 0.13, 0.764, 0.3035, 0.189, 0.2175, unlabeled
M, 0.6, 0.495, 0.17499999999999996, 1.29, 0.606, 0.276, 0.3445, unlabeled
F, 0.62, 0.51, 0.15, 1.456, 0.581, 0.2875, 0.32, unlabeled
I, 0.415, 0.325, 0.1, 0.313, 0.139, 0.0625, 0.0965, unlabeled
F, 0.68, 0.52, 0.185, 1.494, 0.615, 0.3935, 0.406, unlabeled
F, 0.655, 0.49, 0.16, 1.204, 0.5455, 0.2615, 0.3225, unlabeled
M, 0.625, 0.505, 0.17499999999999996, 1.131, 0.5425, 0.2265, 0.323, unlabeled
I, 0.4749999999999999, 0.35, 0.125, 0.4225, 0.1905, 0.079, 0.1355, unlabeled
F, 0.44, 0.33, 0.115, 0.4005, 0.143, 0.113, 0.12, unlabeled
F, 0.555, 0.44499999999999995, 0.17499999999999996, 1.1465, 0.551, 0.24399999999999997, 0.2785, unlabeled
I, 0.36, 0.2800000000000001, 0.105, 0.199, 0.0695, 0.045, 0.08, unlabeled
F, 0.585, 0.45, 0.16, 0.9045, 0.4050000000000001, 0.2215, 0.2335, unlabeled
M, 0.5049999999999999, 0.4, 0.125, 0.77, 0.2735, 0.159, 0.255, unlabeled
I, 0.365, 0.255, 0.08, 0.1985, 0.0785, 0.0345, 0.053, unlabeled
I, 0.37, 0.2800000000000001, 0.08499999999999999, 0.217, 0.1095, 0.035, 0.062, unlabeled
F, 0.635, 0.495, 0.17499999999999996, 1.211, 0.707, 0.2725, 0.323, unlabeled
F, 0.425, 0.33, 0.115, 0.406, 0.1635, 0.081, 0.1355, unlabeled
I, 0.515, 0.385, 0.125, 0.572, 0.23700000000000002, 0.1435, 0.165, unlabeled
M, 0.555, 0.44, 0.15, 0.755, 0.307, 0.1525, 0.26, unlabeled
M, 0.68, 0.52, 0.17499999999999996, 1.5430000000000001, 0.7525, 0.351, 0.374, unlabeled
M, 0.38, 0.235, 0.1, 0.258, 0.10549999999999998, 0.05399999999999999, 0.08, unlabeled
M, 0.4749999999999999, 0.37, 0.125, 0.655, 0.266, 0.1725, 0.185, unlabeled
M, 0.585, 0.4050000000000001, 0.15, 1.2565, 0.435, 0.20200000000000004, 0.325, unlabeled
F, 0.57, 0.465, 0.16, 0.8935, 0.3145, 0.2575, 0.263, unlabeled
I, 0.24, 0.175, 0.055, 0.0705, 0.024999999999999998, 0.014, 0.021, unlabeled
M, 0.485, 0.395, 0.14, 0.6295, 0.2285, 0.127, 0.225, unlabeled
M, 0.57, 0.42999999999999994, 0.12000000000000001, 1.0615, 0.348, 0.167, 0.31, unlabeled
F, 0.615, 0.475, 0.145, 0.9525, 0.3915, 0.195, 0.32, unlabeled
M, 0.665, 0.54, 0.17499999999999996, 1.347, 0.4955, 0.254, 0.415, unlabeled
M, 0.485, 0.39000000000000007, 0.12000000000000001, 0.599, 0.251, 0.1345, 0.169, unlabeled
M, 0.585, 0.45, 0.17499999999999996, 1.1275, 0.4925, 0.262, 0.335, unlabeled
M, 0.43, 0.335, 0.115, 0.406, 0.166, 0.0935, 0.135, unlabeled
M, 0.45, 0.36000000000000004, 0.16, 0.567, 0.174, 0.1245, 0.225, unlabeled
M, 0.65, 0.525, 0.19, 1.4995000000000003, 0.6265, 0.40049999999999997, 0.395, unlabeled
F, 0.63, 0.495, 0.145, 1.147, 0.5455, 0.266, 0.2885, unlabeled
F, 0.655, 0.45999999999999996, 0.16, 1.494, 0.6895, 0.331, 0.1825, unlabeled
F, 0.635, 0.485, 0.165, 1.2695, 0.5635, 0.3065, 0.3395, unlabeled
F, 0.735, 0.565, 0.225, 2.037, 0.87, 0.5145, 0.5675, unlabeled
I, 0.555, 0.45999999999999996, 0.145, 0.9005, 0.38450000000000006, 0.158, 0.2765, unlabeled
I, 0.44, 0.33, 0.11, 0.38, 0.197, 0.079, 0.09, unlabeled
I, 0.575, 0.45, 0.135, 0.807, 0.3615, 0.176, 0.254, unlabeled
I, 0.495, 0.37, 0.125, 0.4775, 0.185, 0.0705, 0.169, unlabeled
M, 0.62, 0.48, 0.155, 1.2555, 0.527, 0.374, 0.3175, unlabeled
M, 0.6, 0.495, 0.195, 1.0575, 0.384, 0.19, 0.375, unlabeled
F, 0.44, 0.345, 0.105, 0.4285, 0.165, 0.083, 0.132, unlabeled
I, 0.425, 0.315, 0.08, 0.303, 0.131, 0.05850000000000001, 0.095, unlabeled
I, 0.5199999999999999, 0.395, 0.135, 0.633, 0.2985, 0.1295, 0.175, unlabeled
M, 0.605, 0.485, 0.17499999999999996, 1.145, 0.4325, 0.27, 0.405, unlabeled
F, 0.635, 0.49, 0.155, 1.145, 0.4775, 0.3035, 0.3155, unlabeled
F, 0.465, 0.35, 0.115, 0.421, 0.1565, 0.091, 0.1345, unlabeled
I, 0.355, 0.27, 0.1, 0.22549999999999998, 0.11, 0.042, 0.064, unlabeled
I, 0.335, 0.24999999999999997, 0.08, 0.1695, 0.0695, 0.044, 0.0495, unlabeled
I, 0.55, 0.415, 0.135, 0.8095000000000001, 0.2985, 0.20150000000000004, 0.28, unlabeled
F, 0.55, 0.44499999999999995, 0.155, 0.9905, 0.544, 0.178, 0.218, unlabeled
M, 0.56, 0.415, 0.145, 0.852, 0.43, 0.1885, 0.205, unlabeled
M, 0.515, 0.385, 0.11, 0.5785, 0.253, 0.16, 0.14, unlabeled
I, 0.45499999999999996, 0.37500000000000006, 0.12000000000000001, 0.497, 0.2355, 0.1055, 0.1295, unlabeled
F, 0.5199999999999999, 0.415, 0.145, 0.8045000000000001, 0.3325, 0.1725, 0.285, unlabeled
F, 0.39, 0.29, 0.125, 0.3055, 0.12099999999999998, 0.082, 0.09, unlabeled
M, 0.54, 0.42, 0.19, 0.6855, 0.293, 0.163, 0.38, unlabeled
I, 0.525, 0.37500000000000006, 0.12000000000000001, 0.6315, 0.3045, 0.114, 0.19, unlabeled
I, 0.395, 0.30000000000000004, 0.09, 0.253, 0.1155, 0.05, 0.075, unlabeled
I, 0.365, 0.27, 0.08499999999999999, 0.205, 0.078, 0.048499999999999995, 0.07, unlabeled
F, 0.44, 0.345, 0.16999999999999998, 0.4085, 0.15, 0.0825, 0.1515, unlabeled
F, 0.335, 0.22, 0.07, 0.17, 0.076, 0.0365, 0.05, unlabeled
I, 0.435, 0.335, 0.11, 0.334, 0.1355, 0.0775, 0.0965, unlabeled
M, 0.4749999999999999, 0.365, 0.14, 0.6175, 0.202, 0.1445, 0.19, unlabeled
I, 0.585, 0.45999999999999996, 0.145, 0.8465, 0.339, 0.167, 0.295, unlabeled
M, 0.525, 0.4, 0.155, 0.707, 0.282, 0.1605, 0.225, unlabeled
M, 0.545, 0.44, 0.12000000000000001, 0.8565, 0.3475, 0.1715, 0.24, unlabeled
I, 0.485, 0.355, 0.105, 0.498, 0.21749999999999997, 0.096, 0.1525, unlabeled
F, 0.625, 0.485, 0.17499999999999996, 1.362, 0.6765, 0.2615, 0.3705, unlabeled
I, 0.38, 0.30000000000000004, 0.1, 0.286, 0.1305, 0.055999999999999994, 0.09, unlabeled
I, 0.46, 0.345, 0.105, 0.415, 0.187, 0.087, 0.11, unlabeled
I, 0.5, 0.4, 0.12000000000000001, 0.616, 0.261, 0.143, 0.1935, unlabeled
M, 0.61, 0.45, 0.19, 1.0805, 0.517, 0.2495, 0.2935, unlabeled
F, 0.63, 0.475, 0.15, 1.072, 0.433, 0.2975, 0.315, unlabeled
I, 0.235, 0.175, 0.055, 0.067, 0.027, 0.012499999999999999, 0.018, unlabeled
I, 0.65, 0.515, 0.16, 1.1625, 0.495, 0.203, 0.33, unlabeled
F, 0.635, 0.505, 0.155, 1.2895, 0.594, 0.314, 0.345, unlabeled
M, 0.37, 0.265, 0.075, 0.214, 0.09, 0.051, 0.07, unlabeled
I, 0.365, 0.27, 0.08499999999999999, 0.197, 0.0815, 0.0325, 0.065, unlabeled
F, 0.435, 0.35, 0.12000000000000001, 0.45849999999999996, 0.192, 0.1, 0.13, unlabeled
M, 0.44, 0.35, 0.11, 0.45849999999999996, 0.2, 0.0885, 0.13, unlabeled
I, 0.62, 0.45, 0.135, 0.9239999999999999, 0.358, 0.2265, 0.2965, unlabeled
M, 0.62, 0.485, 0.165, 1.1325, 0.5235, 0.2505, 0.2825, unlabeled
M, 0.63, 0.5, 0.17499999999999996, 1.2645, 0.5635, 0.3065, 0.3425, unlabeled
I, 0.36, 0.275, 0.075, 0.2205, 0.0985, 0.044, 0.066, unlabeled
F, 0.66, 0.52, 0.18, 1.514, 0.526, 0.2975, 0.42, unlabeled
M, 0.5049999999999999, 0.39000000000000007, 0.115, 0.5585, 0.2575, 0.11900000000000001, 0.1535, unlabeled
F, 0.53, 0.42999999999999994, 0.16999999999999998, 0.775, 0.35, 0.152, 0.235, unlabeled
M, 0.635, 0.48, 0.19, 1.467, 0.5825, 0.303, 0.42, unlabeled
M, 0.765, 0.585, 0.18, 2.398, 1.128, 0.512, 0.5335, unlabeled
M, 0.515, 0.385, 0.13, 0.623, 0.2855, 0.1285, 0.175, unlabeled
F, 0.62, 0.485, 0.17499999999999996, 1.2155, 0.545, 0.253, 0.345, unlabeled
